date_time,traffic_volume,weather_main,hour,weather_severity,cluster
2013-08-08 10:00:00,4815,Clouds,10,0,2
2013-08-08 11:00:00,5154,Clouds,11,0,2
2013-08-08 12:00:00,5242,Clear,12,0,2
2013-08-08 13:00:00,5296,Clear,13,0,5
2013-08-08 14:00:00,5815,Clear,14,0,5
2013-08-08 15:00:00,5976,Clouds,15,0,5
2013-08-08 16:00:00,6593,Clear,16,0,5
2013-08-08 17:00:00,6060,Clear,17,0,5
2013-08-08 18:00:00,4815,Clear,18,0,5
2013-08-08 19:00:00,3677,Clear,19,0,1
2013-08-08 20:00:00,3303,Clear,20,0,1
2013-08-08 21:00:00,3042,Clear,21,0,1
2013-08-08 22:00:00,2238,Clear,22,0,1
2013-08-09 01:00:00,533,Clear,1,0,4
2013-08-09 02:00:00,370,Clear,2,0,4
2013-08-09 03:00:00,396,Mist,3,1,3
2013-08-09 04:00:00,821,Clear,4,0,4
2013-08-09 05:00:00,2827,Clear,5,0,4
2013-08-09 06:00:00,5629,Clear,6,0,2
2013-08-09 07:00:00,6474,Clouds,7,0,2
2013-08-09 09:00:00,5026,Clouds,9,0,2
2013-08-09 10:00:00,4914,Clouds,10,0,2
2013-08-09 11:00:00,5401,Clear,11,0,2
2013-08-09 12:00:00,5600,Clear,12,0,2
2013-08-09 13:00:00,5542,Clear,13,0,5
2013-08-09 14:00:00,5909,Clouds,14,0,5
2013-08-09 15:00:00,5999,Clouds,15,0,5
2013-08-09 16:00:00,6199,Clouds,16,0,5
2013-08-09 17:00:00,5763,Clouds,17,0,5
2013-08-09 18:00:00,5295,Clouds,18,0,5
2013-08-09 19:00:00,3756,Clouds,19,0,1
2013-08-09 20:00:00,3148,Clouds,20,0,1
2013-08-09 21:00:00,3263,Clouds,21,0,1
2013-08-09 22:00:00,2933,Clouds,22,0,1
2013-08-09 23:00:00,2172,Clouds,23,0,1
2013-08-10 00:00:00,1215,Clear,0,0,4
2013-08-10 01:00:00,835,Clear,1,0,4
2013-08-10 03:00:00,463,Clouds,3,0,4
2013-08-10 04:00:00,469,Clouds,4,0,4
2013-08-10 05:00:00,942,Rain,5,0,4
2013-08-10 07:00:00,2096,Mist,7,1,3
2013-08-10 08:00:00,2792,Mist,8,1,0
2013-08-10 09:00:00,3516,Clouds,9,0,2
2013-08-10 10:00:00,3839,Clouds,10,0,2
2013-08-10 11:00:00,4447,Clouds,11,0,2
2013-08-10 12:00:00,4461,Clear,12,0,2
2013-08-10 13:00:00,4411,Clear,13,0,5
2013-08-10 14:00:00,4721,Clear,14,0,5
2013-08-10 15:00:00,4634,Clear,15,0,5
2013-08-10 16:00:00,4605,Clear,16,0,5
2013-08-10 17:00:00,4462,Clear,17,0,5
2013-08-10 18:00:00,4313,Clear,18,0,5
2013-08-10 19:00:00,3572,Clear,19,0,1
2013-08-10 20:00:00,3333,Clear,20,0,1
2013-08-10 21:00:00,3460,Clear,21,0,1
2013-08-10 22:00:00,3183,Clear,22,0,1
2013-08-10 23:00:00,2209,Clear,23,0,1
2013-08-11 00:00:00,1392,Clear,0,0,4
2013-08-11 01:00:00,905,Clear,1,0,4
2013-08-11 02:00:00,620,Clear,2,0,4
2013-08-11 03:00:00,441,Clear,3,0,4
2013-08-11 04:00:00,315,Clear,4,0,4
2013-08-11 05:00:00,544,Clear,5,0,4
2013-08-11 06:00:00,830,Clear,6,0,4
2013-08-11 08:00:00,1611,Clear,8,0,2
2013-08-11 09:00:00,2493,Clear,9,0,2
2013-08-11 10:00:00,3335,Clear,10,0,2
2013-08-11 11:00:00,3692,Clear,11,0,2
2013-08-11 12:00:00,4084,Clear,12,0,2
2013-08-11 13:00:00,4330,Clear,13,0,5
2013-08-11 14:00:00,4428,Clear,14,0,5
2013-08-11 15:00:00,4591,Clouds,15,0,5
2013-08-11 16:00:00,4342,Clouds,16,0,5
2013-08-11 17:00:00,4301,Clouds,17,0,5
2013-08-11 18:00:00,4040,Clouds,18,0,5
2013-08-11 19:00:00,3689,Clouds,19,0,1
2013-08-11 20:00:00,3094,Clouds,20,0,1
2013-08-11 21:00:00,2641,Clouds,21,0,1
2013-08-11 22:00:00,1896,Clouds,22,0,1
2013-08-11 23:00:00,1235,Clouds,23,0,1
2013-08-12 00:00:00,640,Clouds,0,0,4
2013-08-12 01:00:00,394,Clouds,1,0,4
2013-08-12 02:00:00,296,Clouds,2,0,4
2013-08-12 03:00:00,372,Clouds,3,0,4
2013-08-12 04:00:00,851,Rain,4,0,4
2013-08-12 05:00:00,2902,Rain,5,0,4
2013-08-12 06:00:00,5939,Rain,6,0,2
2013-08-12 07:00:00,6583,Rain,7,0,2
2013-08-12 08:00:00,5988,Rain,8,0,2
2013-08-12 09:00:00,5083,Clouds,9,0,2
2013-08-12 10:00:00,4667,Clouds,10,0,2
2013-08-12 11:00:00,4837,Clouds,11,0,2
2013-08-12 12:00:00,5117,Clouds,12,0,2
2013-08-12 13:00:00,5153,Clouds,13,0,5
2013-08-12 14:00:00,5555,Clouds,14,0,5
2013-08-12 15:00:00,5799,Clear,15,0,5
2013-08-12 16:00:00,6412,Clear,16,0,5
2013-08-12 17:00:00,6234,Clear,17,0,5
2013-08-12 18:00:00,4832,Clear,18,0,5
2013-08-12 19:00:00,3357,Clear,19,0,1
2013-08-12 20:00:00,2805,Clear,20,0,1
2013-08-12 21:00:00,2407,Clouds,21,0,1
2013-08-12 22:00:00,1711,Clouds,22,0,1
2013-08-12 23:00:00,1098,Clouds,23,0,1
2013-08-13 00:00:00,618,Clouds,0,0,4
2013-08-13 01:00:00,392,Clouds,1,0,4
2013-08-13 02:00:00,311,Clouds,2,0,4
2013-08-13 03:00:00,391,Clear,3,0,4
2013-08-13 04:00:00,868,Clear,4,0,4
2013-08-13 05:00:00,2928,Clear,5,0,4
2013-08-13 06:00:00,6123,Clear,6,0,2
2013-08-13 07:00:00,6480,Clear,7,0,2
2013-08-13 08:00:00,6147,Rain,8,0,2
2013-08-13 09:00:00,5228,Clear,9,0,2
2013-08-13 10:00:00,4880,Clear,10,0,2
2013-08-13 11:00:00,5256,Clear,11,0,2
2013-08-13 12:00:00,5171,Clear,12,0,2
2013-08-13 13:00:00,5553,Clear,13,0,5
2013-08-13 14:00:00,5819,Clear,14,0,5
2013-08-13 15:00:00,6176,Clear,15,0,5
2013-08-13 16:00:00,6720,Clear,16,0,5
2013-08-13 17:00:00,6395,Clear,17,0,5
2013-08-13 18:00:00,4921,Clouds,18,0,5
2013-08-13 19:00:00,3508,Clouds,19,0,1
2013-08-13 20:00:00,3275,Clouds,20,0,1
2013-08-13 21:00:00,2825,Clouds,21,0,1
2013-08-13 22:00:00,1930,Clouds,22,0,1
2013-08-13 23:00:00,1236,Clouds,23,0,1
2013-08-14 00:00:00,627,Clear,0,0,4
2013-08-14 01:00:00,418,Clouds,1,0,4
2013-08-14 02:00:00,271,Clouds,2,0,4
2013-08-14 03:00:00,360,Clear,3,0,4
2013-08-14 05:00:00,3022,Clear,5,0,4
2013-08-14 06:00:00,6082,Mist,6,1,0
2013-08-14 07:00:00,6271,Mist,7,1,0
2013-08-14 08:00:00,6032,Clear,8,0,2
2013-08-14 09:00:00,5521,Clear,9,0,2
2013-08-14 13:00:00,5585,Clear,13,0,5
2013-08-14 15:00:00,6018,Clear,15,0,5
2013-08-14 16:00:00,6599,Clear,16,0,5
2013-08-14 17:00:00,6136,Clear,17,0,5
2013-08-14 18:00:00,4863,Clear,18,0,5
2013-08-14 19:00:00,3534,Clear,19,0,1
2013-08-14 20:00:00,3190,Clear,20,0,1
2013-08-14 21:00:00,2970,Clear,21,0,1
2013-08-14 22:00:00,2014,Clear,22,0,1
2013-08-14 23:00:00,1283,Clear,23,0,1
2013-08-15 00:00:00,672,Clear,0,0,4
2013-08-15 01:00:00,441,Clear,1,0,4
2013-08-15 02:00:00,334,Clear,2,0,4
2013-08-15 03:00:00,391,Clear,3,0,4
2013-08-15 04:00:00,867,Clear,4,0,4
2013-08-15 05:00:00,2978,Clear,5,0,4
2013-08-15 06:00:00,5893,Clouds,6,0,2
2013-08-15 09:00:00,5562,Clear,9,0,2
2013-08-15 10:00:00,4983,Clouds,10,0,2
2013-08-15 11:00:00,5228,Clouds,11,0,2
2013-08-15 12:00:00,5532,Clouds,12,0,2
2013-08-15 13:00:00,5506,Clouds,13,0,5
2013-08-15 17:00:00,6630,Clear,17,0,5
2013-08-15 18:00:00,5319,Clear,18,0,5
2013-08-15 19:00:00,3631,Clear,19,0,1
2013-08-15 22:00:00,2243,Clear,22,0,1
2013-08-16 01:00:00,483,Clear,1,0,4
2013-08-16 02:00:00,396,Clear,2,0,4
2013-08-16 03:00:00,381,Clear,3,0,4
2013-08-16 07:00:00,6585,Clear,7,0,2
2013-08-16 08:00:00,5615,Clouds,8,0,2
2013-08-16 09:00:00,5190,Clear,9,0,2
2013-08-16 10:00:00,4944,Clouds,10,0,2
2013-08-16 11:00:00,5384,Clouds,11,0,2
2013-08-16 12:00:00,5754,Clouds,12,0,2
2013-08-16 13:00:00,5827,Clouds,13,0,5
2013-08-16 14:00:00,5854,Clouds,14,0,5
2013-08-16 15:00:00,5896,Clear,15,0,5
2013-08-16 16:00:00,6197,Clear,16,0,5
2013-08-16 17:00:00,5608,Clear,17,0,5
2013-08-16 18:00:00,4995,Clear,18,0,5
2013-08-16 19:00:00,3618,Clear,19,0,1
2013-08-16 20:00:00,3238,Clear,20,0,1
2013-08-16 21:00:00,3349,Clouds,21,0,1
2013-08-16 22:00:00,2802,Clouds,22,0,1
2013-08-16 23:00:00,1887,Clouds,23,0,1
2013-08-17 00:00:00,1237,Clouds,0,0,4
2013-08-17 01:00:00,917,Clouds,1,0,4
2013-08-17 02:00:00,553,Clouds,2,0,4
2013-08-17 03:00:00,397,Clouds,3,0,4
2013-08-17 04:00:00,457,Clear,4,0,4
2013-08-17 05:00:00,881,Clear,5,0,4
2013-08-17 06:00:00,1526,Clear,6,0,4
2013-08-17 07:00:00,2064,Clear,7,0,4
2013-08-17 08:00:00,2941,Clear,8,0,2
2013-08-17 09:00:00,3677,Clear,9,0,2
2013-08-17 10:00:00,4018,Clear,10,0,2
2013-08-17 11:00:00,4506,Clouds,11,0,2
2013-08-17 12:00:00,4615,Clouds,12,0,2
2013-08-17 13:00:00,4680,Clouds,13,0,5
2013-08-17 14:00:00,4721,Clouds,14,0,5
2013-08-17 15:00:00,4728,Clear,15,0,5
2013-08-17 16:00:00,4575,Clouds,16,0,5
2013-08-17 17:00:00,4459,Clear,17,0,5
2013-08-17 18:00:00,3934,Clouds,18,0,5
2013-08-17 19:00:00,3332,Clear,19,0,1
2013-08-17 20:00:00,3114,Clear,20,0,1
2013-08-17 21:00:00,3192,Clear,21,0,1
2013-08-17 22:00:00,2696,Clear,22,0,1
2013-08-17 23:00:00,2251,Clear,23,0,1
2013-08-18 00:00:00,1407,Clear,0,0,4
2013-08-18 01:00:00,1036,Clear,1,0,4
2013-08-18 03:00:00,420,Mist,3,1,3
2013-08-18 04:00:00,301,Clear,4,0,4
2013-08-18 05:00:00,587,Clear,5,0,4
2013-08-18 06:00:00,951,Clear,6,0,4
2013-08-18 07:00:00,1179,Clear,7,0,4
2013-08-18 08:00:00,1895,Clear,8,0,2
2013-08-18 09:00:00,2805,Clear,9,0,2
2013-08-18 10:00:00,3568,Clear,10,0,2
2013-08-18 11:00:00,4273,Clear,11,0,2
2013-08-18 12:00:00,4581,Clear,12,0,2
2013-08-18 13:00:00,4519,Clear,13,0,5
2013-08-18 14:00:00,4378,Clear,14,0,5
2013-08-18 15:00:00,4601,Clear,15,0,5
2013-08-18 16:00:00,4489,Clear,16,0,5
2013-08-18 17:00:00,4423,Clouds,17,0,5
2013-08-18 18:00:00,4007,Clear,18,0,5
2013-08-18 19:00:00,3545,Clear,19,0,1
2013-08-18 20:00:00,3282,Clear,20,0,1
2013-08-18 21:00:00,2851,Clear,21,0,1
2013-08-18 22:00:00,1949,Clear,22,0,1
2013-08-18 23:00:00,1190,Clear,23,0,1
2013-08-19 00:00:00,660,Clear,0,0,4
2013-08-19 01:00:00,382,Clear,1,0,4
2013-08-19 02:00:00,307,Clear,2,0,4
2013-08-19 03:00:00,358,Clear,3,0,4
2013-08-19 04:00:00,859,Clear,4,0,4
2013-08-19 05:00:00,2851,Clear,5,0,4
2013-08-19 06:00:00,5770,Clear,6,0,2
2013-08-19 07:00:00,6655,Clear,7,0,2
2013-08-19 08:00:00,5979,Clear,8,0,2
2013-08-19 09:00:00,5039,Clear,9,0,2
2013-08-19 10:00:00,4652,Clear,10,0,2
2013-08-19 11:00:00,5077,Clear,11,0,2
2013-08-19 12:00:00,5284,Clouds,12,0,2
2013-08-19 13:00:00,5151,Clouds,13,0,5
2013-08-19 14:00:00,5419,Clouds,14,0,5
2013-08-19 15:00:00,5708,Clouds,15,0,5
2013-08-19 16:00:00,6116,Clouds,16,0,5
2013-08-19 17:00:00,5796,Clouds,17,0,5
2013-08-19 18:00:00,4564,Clouds,18,0,5
2013-08-19 19:00:00,3371,Clouds,19,0,1
2013-08-19 20:00:00,2939,Clouds,20,0,1
2013-08-19 21:00:00,2407,Clear,21,0,1
2013-08-19 22:00:00,1730,Clear,22,0,1
2013-08-19 23:00:00,1183,Clear,23,0,1
2013-08-20 00:00:00,659,Clear,0,0,4
2013-08-20 01:00:00,444,Clear,1,0,4
2013-08-20 02:00:00,294,Clear,2,0,4
2013-08-20 03:00:00,366,Clouds,3,0,4
2013-08-20 04:00:00,777,Clouds,4,0,4
2013-08-20 05:00:00,3024,Clouds,5,0,4
2013-08-20 06:00:00,5895,Clouds,6,0,2
2013-08-20 07:00:00,6865,Clouds,7,0,2
2013-08-20 08:00:00,6168,Clouds,8,0,2
2013-08-20 09:00:00,5438,Clouds,9,0,2
2013-08-20 10:00:00,4670,Clouds,10,0,2
2013-08-20 11:00:00,5151,Clouds,11,0,2
2013-08-20 12:00:00,5158,Clouds,12,0,2
2013-08-20 13:00:00,5295,Clouds,13,0,5
2013-08-20 14:00:00,5502,Clouds,14,0,5
2013-08-20 15:00:00,6005,Clear,15,0,5
2013-08-20 16:00:00,6523,Clear,16,0,5
2013-08-20 17:00:00,6230,Clear,17,0,5
2013-08-20 18:00:00,4691,Clouds,18,0,5
2013-08-20 19:00:00,3592,Clouds,19,0,1
2013-08-20 20:00:00,3190,Clouds,20,0,1
2013-08-20 21:00:00,2824,Clear,21,0,1
2013-08-20 22:00:00,1854,Clear,22,0,1
2013-08-20 23:00:00,1167,Clear,23,0,1
2013-08-21 00:00:00,683,Clear,0,0,4
2013-08-21 01:00:00,399,Clear,1,0,4
2013-08-21 02:00:00,330,Clear,2,0,4
2013-08-21 03:00:00,356,Clear,3,0,4
2013-08-21 04:00:00,850,Clear,4,0,4
2013-08-21 05:00:00,3069,Clear,5,0,4
2013-08-21 06:00:00,6159,Clouds,6,0,2
2013-08-21 07:00:00,6714,Clouds,7,0,2
2013-08-21 08:00:00,6262,Clouds,8,0,2
2013-08-21 09:00:00,5371,Clouds,9,0,2
2013-08-21 10:00:00,5005,Clouds,10,0,2
2013-08-21 11:00:00,5406,Clouds,11,0,2
2013-08-21 13:00:00,5398,Clear,13,0,5
2013-08-21 14:00:00,5604,Clear,14,0,5
2013-08-21 15:00:00,6111,Clear,15,0,5
2013-08-21 16:00:00,6702,Clear,16,0,5
2013-08-21 17:00:00,6104,Clear,17,0,5
2013-08-21 18:00:00,4940,Clear,18,0,5
2013-08-21 19:00:00,3666,Clear,19,0,1
2013-08-21 20:00:00,3192,Clear,20,0,1
2013-08-21 21:00:00,2876,Clear,21,0,1
2013-08-21 22:00:00,1898,Clear,22,0,1
2013-08-21 23:00:00,1202,Clear,23,0,1
2013-08-22 00:00:00,661,Clouds,0,0,4
2013-08-22 01:00:00,385,Clouds,1,0,4
2013-08-22 02:00:00,302,Clouds,2,0,4
2013-08-22 03:00:00,374,Clear,3,0,4
2013-08-22 04:00:00,871,Clear,4,0,4
2013-08-22 05:00:00,3145,Clear,5,0,4
2013-08-22 06:00:00,6188,Mist,6,1,0
2013-08-22 07:00:00,6823,Mist,7,1,0
2013-08-22 08:00:00,4343,Mist,8,1,0
2013-08-22 09:00:00,6063,Clouds,9,0,2
2013-08-22 10:00:00,5022,Clouds,10,0,2
2013-08-22 11:00:00,5205,Clouds,11,0,2
2013-08-22 12:00:00,5462,Clouds,12,0,2
2013-08-22 13:00:00,5492,Clouds,13,0,5
2013-08-22 14:00:00,5759,Clouds,14,0,5
2013-08-22 15:00:00,6173,Clouds,15,0,5
2013-08-22 16:00:00,6346,Haze,16,1,5
2013-08-22 17:00:00,5786,Rain,17,0,5
2013-08-22 18:00:00,4762,Rain,18,0,5
2013-08-22 19:00:00,3696,Rain,19,0,1
2013-08-22 20:00:00,3320,Rain,20,0,1
2013-08-22 21:00:00,3006,Rain,21,0,1
2013-08-22 22:00:00,2158,Rain,22,0,1
2013-08-22 23:00:00,1425,Rain,23,0,1
2013-08-23 00:00:00,797,Clouds,0,0,4
2013-08-23 01:00:00,499,Clouds,1,0,4
2013-08-23 02:00:00,369,Clouds,2,0,4
2013-08-23 03:00:00,379,Clear,3,0,4
2013-08-23 04:00:00,864,Clear,4,0,4
2013-08-23 06:00:00,5747,Clear,6,0,2
2013-08-23 07:00:00,6693,Clear,7,0,2
2013-08-23 08:00:00,6247,Clear,8,0,2
2013-08-23 09:00:00,5702,Clouds,9,0,2
2013-08-23 10:00:00,5417,Clouds,10,0,2
2013-08-23 11:00:00,5660,Clouds,11,0,2
2013-08-23 12:00:00,5925,Clouds,12,0,2
2013-08-23 13:00:00,5871,Clouds,13,0,5
2013-08-23 14:00:00,5820,Clouds,14,0,5
2013-08-23 15:00:00,6129,Clouds,15,0,5
2013-08-23 16:00:00,5976,Clouds,16,0,5
2013-08-23 17:00:00,5307,Clouds,17,0,5
2013-08-23 18:00:00,4758,Clear,18,0,5
2013-08-23 19:00:00,3790,Clear,19,0,1
2013-08-23 20:00:00,3326,Clear,20,0,1
2013-08-23 21:00:00,3121,Clear,21,0,1
2013-08-23 22:00:00,2633,Clear,22,0,1
2013-08-23 23:00:00,2096,Clear,23,0,1
2013-08-24 01:00:00,792,Clear,1,0,4
2013-08-24 02:00:00,548,Clear,2,0,4
2013-08-24 03:00:00,422,Clear,3,0,4
2013-08-24 05:00:00,1003,Clear,5,0,4
2013-08-24 07:00:00,2737,Clear,7,0,2
2013-08-24 09:00:00,4258,Clear,9,0,2
2013-08-24 10:00:00,4604,Clear,10,0,2
2013-08-24 11:00:00,4796,Clear,11,0,2
2013-08-24 12:00:00,5154,Clear,12,0,2
2013-08-24 13:00:00,4899,Clear,13,0,5
2013-08-24 17:00:00,4461,Clouds,17,0,5
2013-08-24 20:00:00,3252,Clouds,20,0,1
2013-08-24 21:00:00,3092,Clouds,21,0,1
2013-08-24 22:00:00,2709,Clouds,22,0,1
2013-08-25 00:00:00,1547,Clouds,0,0,4
2013-08-25 03:00:00,400,Clouds,3,0,4
2013-08-25 04:00:00,377,Clouds,4,0,4
2013-08-25 05:00:00,719,Clouds,5,0,4
2013-08-25 06:00:00,1185,Clouds,6,0,4
2013-08-25 07:00:00,1803,Clouds,7,0,4
2013-08-25 08:00:00,2687,Clouds,8,0,2
2013-08-25 09:00:00,3341,Thunderstorm,9,2,0
2013-08-25 10:00:00,4028,Clouds,10,0,2
2013-08-25 11:00:00,4290,Clouds,11,0,2
2013-08-25 12:00:00,4851,Clouds,12,0,2
2013-08-25 13:00:00,4751,Clouds,13,0,5
2013-08-25 14:00:00,4723,Clouds,14,0,5
2013-08-25 15:00:00,4588,Clouds,15,0,5
2013-08-25 16:00:00,4517,Clouds,16,0,5
2013-08-25 17:00:00,4449,Clouds,17,0,5
2013-08-25 18:00:00,4127,Clear,18,0,5
2013-08-25 19:00:00,3503,Clear,19,0,1
2013-08-25 20:00:00,3202,Clear,20,0,1
2013-08-25 21:00:00,2727,Clear,21,0,1
2013-08-25 22:00:00,2002,Clear,22,0,1
2013-08-25 23:00:00,1162,Clear,23,0,1
2013-08-26 00:00:00,631,Clear,0,0,4
2013-08-26 01:00:00,406,Clear,1,0,4
2013-08-26 02:00:00,328,Clear,2,0,4
2013-08-26 03:00:00,331,Clear,3,0,4
2013-08-26 05:00:00,3020,Clear,5,0,4
2013-08-26 06:00:00,5773,Clear,6,0,2
2013-08-26 07:00:00,6512,Clear,7,0,2
2013-08-26 08:00:00,6219,Clear,8,0,2
2013-08-26 09:00:00,5443,Clear,9,0,2
2013-08-26 10:00:00,4765,Clear,10,0,2
2013-08-26 11:00:00,5140,Clear,11,0,2
2013-08-26 13:00:00,5475,Clear,13,0,5
2013-08-26 14:00:00,5542,Clear,14,0,5
2013-08-26 15:00:00,5750,Clear,15,0,5
2013-08-26 16:00:00,6298,Clear,16,0,5
2013-08-26 17:00:00,5813,Clear,17,0,5
2013-08-26 18:00:00,4520,Clear,18,0,5
2013-08-26 19:00:00,3425,Clear,19,0,1
2013-08-26 20:00:00,3321,Clear,20,0,1
2013-08-26 21:00:00,2550,Clear,21,0,1
2013-08-26 22:00:00,1648,Clear,22,0,1
2013-08-26 23:00:00,1133,Clear,23,0,1
2013-08-27 00:00:00,620,Clouds,0,0,4
2013-08-27 14:00:00,5883,Clear,14,0,5
2013-08-27 16:00:00,6653,Clear,16,0,5
2013-08-27 21:00:00,2787,Clear,21,0,1
2013-08-27 22:00:00,1844,Clear,22,0,1
2013-08-27 23:00:00,1185,Clear,23,0,1
2013-08-28 00:00:00,628,Clear,0,0,4
2013-08-28 01:00:00,363,Clear,1,0,4
2013-08-28 02:00:00,318,Clear,2,0,4
2013-08-28 03:00:00,365,Clear,3,0,4
2013-08-28 10:00:00,4941,Clear,10,0,2
2013-08-28 11:00:00,5157,Clear,11,0,2
2013-08-28 12:00:00,5575,Clouds,12,0,2
2013-08-28 13:00:00,5463,Clouds,13,0,5
2013-08-28 14:00:00,5868,Clouds,14,0,5
2013-08-28 16:00:00,6760,Clear,16,0,5
2013-08-28 22:00:00,1893,Clear,22,0,1
2013-08-28 23:00:00,1214,Clear,23,0,1
2013-08-29 00:00:00,643,Clear,0,0,4
2013-08-29 09:00:00,5533,Clear,9,0,2
2013-08-29 10:00:00,5079,Clear,10,0,2
2013-08-29 11:00:00,5615,Clear,11,0,2
2013-08-29 12:00:00,5833,Clear,12,0,2
2013-08-29 14:00:00,6138,Clear,14,0,5
2013-08-29 15:00:00,6750,Clear,15,0,5
2013-08-29 16:00:00,7023,Clear,16,0,5
2013-08-29 17:00:00,6724,Clear,17,0,5
2013-08-29 19:00:00,4016,Clear,19,0,1
2013-08-29 20:00:00,3325,Clear,20,0,1
2013-08-29 21:00:00,2959,Clouds,21,0,1
2013-08-29 22:00:00,2150,Clouds,22,0,1
2013-08-29 23:00:00,1459,Clouds,23,0,1
2013-08-30 00:00:00,773,Clouds,0,0,4
2013-08-30 01:00:00,458,Clouds,1,0,4
2013-08-30 02:00:00,377,Clouds,2,0,4
2013-08-30 03:00:00,385,Clouds,3,0,4
2013-08-30 04:00:00,848,Clouds,4,0,4
2013-08-30 05:00:00,2858,Thunderstorm,5,2,3
2013-08-30 05:00:00,2858,Rain,5,0,4
2013-08-30 06:00:00,5413,Rain,6,0,2
2013-08-30 06:00:00,5413,Thunderstorm,6,2,0
2013-08-30 06:00:00,5413,Mist,6,1,0
2013-08-30 07:00:00,6601,Mist,7,1,0
2013-08-30 08:00:00,6042,Mist,8,1,0
2013-08-30 09:00:00,5458,Mist,9,1,0
2013-08-30 10:00:00,5323,Haze,10,1,0
2013-08-30 10:00:00,5323,Mist,10,1,0
2013-08-30 10:00:00,5323,Thunderstorm,10,2,0
2013-08-30 11:00:00,5810,Haze,11,1,0
2013-08-30 12:00:00,6269,Clear,12,0,2
2013-08-30 13:00:00,6172,Clear,13,0,5
2013-08-30 15:00:00,6160,Clouds,15,0,5
2013-08-30 16:00:00,6009,Clouds,16,0,5
2013-08-30 17:00:00,5387,Clouds,17,0,5
2013-08-30 18:00:00,5021,Clear,18,0,5
2013-08-30 19:00:00,4057,Clear,19,0,1
2013-08-30 20:00:00,3458,Clear,20,0,1
2013-08-30 21:00:00,3181,Clear,21,0,1
2013-08-30 22:00:00,2546,Clear,22,0,1
2013-08-30 23:00:00,2101,Clear,23,0,1
2013-08-31 00:00:00,1321,Clear,0,0,4
2013-09-01 23:00:00,1712,Clear,23,0,1
2013-09-02 00:00:00,1041,Clear,0,0,4
2013-09-02 01:00:00,563,Clear,1,0,4
2013-09-02 03:00:00,259,Clear,3,0,4
2013-09-02 04:00:00,323,Clear,4,0,4
2013-09-02 05:00:00,637,Clear,5,0,4
2013-09-02 06:00:00,1078,Clouds,6,0,4
2013-09-02 07:00:00,1567,Clear,7,0,4
2013-09-02 08:00:00,2064,Clear,8,0,2
2013-09-02 09:00:00,2605,Rain,9,0,2
2013-09-02 10:00:00,3201,Rain,10,0,2
2013-09-02 12:00:00,4245,Clear,12,0,2
2013-09-02 13:00:00,4134,Clear,13,0,5
2013-09-02 14:00:00,4454,Clouds,14,0,5
2013-09-02 15:00:00,4388,Clear,15,0,5
2013-09-02 16:00:00,4165,Clear,16,0,5
2013-09-02 17:00:00,3835,Clouds,17,0,5
2013-09-02 18:00:00,3666,Clear,18,0,5
2013-09-02 19:00:00,3356,Clear,19,0,1
2013-09-02 20:00:00,2913,Clouds,20,0,1
2013-09-02 21:00:00,2325,Clear,21,0,1
2013-09-02 22:00:00,1754,Clear,22,0,1
2013-09-02 23:00:00,1064,Clear,23,0,1
2013-09-03 00:00:00,573,Clear,0,0,4
2013-09-03 01:00:00,333,Fog,1,2,3
2013-09-03 01:00:00,333,Mist,1,1,3
2013-09-03 02:00:00,223,Mist,2,1,3
2013-09-04 08:00:00,6220,Mist,8,1,0
2013-09-04 09:00:00,5776,Clear,9,0,2
2013-09-04 10:00:00,4709,Clear,10,0,2
2013-09-04 11:00:00,4854,Clear,11,0,2
2013-09-04 12:00:00,5194,Clear,12,0,2
2013-09-04 13:00:00,5069,Clouds,13,0,5
2013-09-04 15:00:00,5921,Clouds,15,0,5
2013-09-04 16:00:00,6455,Clouds,16,0,5
2013-09-04 17:00:00,6227,Clouds,17,0,5
2013-09-04 18:00:00,4824,Clouds,18,0,5
2013-09-04 19:00:00,3568,Clouds,19,0,1
2013-09-04 20:00:00,3109,Clouds,20,0,1
2013-09-04 21:00:00,2536,Clouds,21,0,1
2013-09-04 22:00:00,2027,Clouds,22,0,1
2013-09-04 23:00:00,3578,Clouds,23,0,1
2013-09-05 00:00:00,753,Clouds,0,0,4
2013-09-05 01:00:00,425,Clouds,1,0,4
2013-09-05 02:00:00,292,Clouds,2,0,4
2013-09-05 03:00:00,366,Clouds,3,0,4
2013-09-05 05:00:00,3093,Clouds,5,0,4
2013-09-05 06:00:00,6054,Clear,6,0,2
2013-09-05 08:00:00,6276,Clouds,8,0,2
2013-09-05 11:00:00,5007,Clouds,11,0,2
2013-09-05 12:00:00,5299,Clear,12,0,2
2013-09-05 14:00:00,5584,Clear,14,0,5
2013-09-05 15:00:00,5907,Clear,15,0,5
2013-09-05 17:00:00,6170,Clear,17,0,5
2013-09-05 18:00:00,4681,Clear,18,0,5
2013-09-05 20:00:00,3217,Clear,20,0,1
2013-09-05 23:00:00,1194,Clear,23,0,1
2013-09-06 00:00:00,662,Clouds,0,0,4
2013-09-06 01:00:00,393,Clear,1,0,4
2013-09-06 02:00:00,306,Clear,2,0,4
2013-09-06 09:00:00,5297,Clouds,9,0,2
2013-09-06 10:00:00,4703,Clouds,10,0,2
2013-09-06 11:00:00,5171,Clear,11,0,2
2013-09-06 13:00:00,5382,Clear,13,0,5
2013-09-06 14:00:00,5770,Clear,14,0,5
2013-09-06 16:00:00,6535,Clouds,16,0,5
